Catégorie,Substance Active,Concentration,Formulation,Produit Commercial,Numéro Homologation,Société,Fabricant,Année,eu_overall_status,eu_match_count,eu_checked_substances,eu_matched_names,eu_status_details,eu_errors
FONGICIDE,Cymoxanil +mancozebe,40g/kg+400,WD,FUDAN GOLD 44,F.054-22,NEGANOR,AGRIA,2022,CONTAINS_NOT_APPROVED_SUBSTANCE_IN_EU,1,Cymoxanil +mancozebe,Mancozeb,Cymoxanil +mancozebe:EU_NOT_APPROVED,
FONGICIDE,Cymoxanil +mancozebe,g/kg,G,WDG,,,,2022,CONTAINS_NOT_APPROVED_SUBSTANCE_IN_EU,1,Cymoxanil +mancozebe,Mancozeb,Cymoxanil +mancozebe:EU_NOT_APPROVED,
FONGICIDE,Cymoxanil + Métirame,"4,8 % +64%",WG,BATO,F.61-21,AGRIMATCO,BASF,2022,CONTAINS_NOT_APPROVED_SUBSTANCE_IN_EU,1,Cymoxanil + Métirame,Metiram,Cymoxanil + Métirame:EU_NOT_APPROVED,
FONGICIDE,de Zinc,"4,8 % +64%",WG,,,,,2022,NOT_FOUND_OR_NEEDS_MANUAL_REVIEW,0,de Zinc,,de Zinc:NOT_IN_EU_LIST,
FONGICIDE,Cymoxanil + Métirame,"4,8 % +64%",WG,Aviso DF,F.023-11/21,STIMA,BASF,2022,CONTAINS_NOT_APPROVED_SUBSTANCE_IN_EU,1,Cymoxanil + Métirame,Metiram,Cymoxanil + Métirame:EU_NOT_APPROVED,
FONGICIDE,Cymoxanil +Famoxadone,"30 % +22,5%",WG,Equation Pro,F.020-11/21,SEPCM,DU PONT (Taiwan),2022,CONTAINS_NOT_APPROVED_SUBSTANCE_IN_EU,1,Cymoxanil +Famoxadone,Famoxadone,Cymoxanil +Famoxadone:EU_NOT_APPROVED,
FONGICIDE,Cymoxanil+ Zoxamid,33%+33%,WG,REBOOT WG,F.013-22,AGRIMATCO,GOWAN CROP,2022,ALL_SUBSTANCES_APPROVED_IN_EU,1,Cymoxanil+ Zoxamid,Cymoxanil,Cymoxanil+ Zoxamid:EU_APPROVED,
FONGICIDE,Cyproconazole,10%,WG,Atemi 10 WG,F.002-15,AGRIPROTEC,SYNGENTA CROP,2022,CONTAINS_NOT_APPROVED_SUBSTANCE_IN_EU,1,Cyproconazole,Cyproconazole,Cyproconazole:EU_NOT_APPROVED,
FONGICIDE,Cyproconazole,10%,WG,Xpert WG,F.013-16,EL KHADRA,Sharda,2022,CONTAINS_NOT_APPROVED_SUBSTANCE_IN_EU,1,Cyproconazole,Cyproconazole,Cyproconazole:EU_NOT_APPROVED,
FONGICIDE,Cyproconazole,80 g/L +200,SC,Priori Xtra,F.003-18,SOLAGRI,SYNGENTA,2022,CONTAINS_NOT_APPROVED_SUBSTANCE_IN_EU,1,Cyproconazole,Cyproconazole,Cyproconazole:EU_NOT_APPROVED,
FONGICIDE,+Azoxystrobin,g/L,SC,,,,,2022,ALL_SUBSTANCES_APPROVED_IN_EU,1,+Azoxystrobin,Azoxystrobin,+Azoxystrobin:EU_APPROVED,
FONGICIDE,Cyproconazole,160 g/l + 250,EC,WINTER 41 EC,F032-18,AGRIMED,SHARDA,2022,CONTAINS_NOT_APPROVED_SUBSTANCE_IN_EU,1,Cyproconazole,Cyproconazole,Cyproconazole:EU_NOT_APPROVED,
FONGICIDE,+Propiconazole,g/l,EC,,,DISTRIBUTION,,2022,CONTAINS_NOT_APPROVED_SUBSTANCE_IN_EU,1,+Propiconazole,Propiconazole,+Propiconazole:EU_NOT_APPROVED,
FONGICIDE,Cyproconazole,160 g/l + 250,EC,TAZOLE 410 EC,F.029-17,EXCEL AGRI,SHARDA,2022,CONTAINS_NOT_APPROVED_SUBSTANCE_IN_EU,1,Cyproconazole,Cyproconazole,Cyproconazole:EU_NOT_APPROVED,
FONGICIDE,+Propiconazole,g/l,EC,,,,,2022,CONTAINS_NOT_APPROVED_SUBSTANCE_IN_EU,1,+Propiconazole,Propiconazole,+Propiconazole:EU_NOT_APPROVED,
FONGICIDE,Cyproconazole,160 g/l + 250,EC,TWIST SUPER EC,F.031-17,ATLAS AGRICOLE,SHARDA,2022,CONTAINS_NOT_APPROVED_SUBSTANCE_IN_EU,1,Cyproconazole,Cyproconazole,Cyproconazole:EU_NOT_APPROVED,
FONGICIDE,Cyproconazole +,4% + 37.5 %,SC,CHAMPION,F.019-17,SOCOOPEC,SHARDA,2022,CONTAINS_NOT_APPROVED_SUBSTANCE_IN_EU,1,Cyproconazole +,Cyproconazole,Cyproconazole +:EU_NOT_APPROVED,
FONGICIDE,chlorothalonil,4% + 37.5 %,SC,,,,CROPCHEM,2022,CONTAINS_NOT_APPROVED_SUBSTANCE_IN_EU,1,chlorothalonil,Chlorothalonil,chlorothalonil:EU_NOT_APPROVED,
FONGICIDE,Cyproconazole,4%+37.5 %,SC,CYCLONE,F.015-19,SANABEL AGRO,SHARDA,2022,CONTAINS_NOT_APPROVED_SUBSTANCE_IN_EU,1,Cyproconazole,Cyproconazole,Cyproconazole:EU_NOT_APPROVED,
FONGICIDE,+chlorothalonil,4%+37.5 %,SC,,,,CROPCHEM,2022,CONTAINS_NOT_APPROVED_SUBSTANCE_IN_EU,1,+chlorothalonil,Chlorothalonil,+chlorothalonil:EU_NOT_APPROVED,
FONGICIDE,Cyproconazole,80 g/l + 200 g/l,SC,Acanto plus,F.020-15,SEPCM,DU PONT,2022,CONTAINS_NOT_APPROVED_SUBSTANCE_IN_EU,1,Cyproconazole,Cyproconazole,Cyproconazole:EU_NOT_APPROVED,
FONGICIDE,+Picoxystrobine,80 g/l + 200 g/l,SC,,,,INTERNATIONAL,2022,CONTAINS_NOT_APPROVED_SUBSTANCE_IN_EU,1,+Picoxystrobine,Picoxystrobin,+Picoxystrobine:EU_NOT_APPROVED,
FONGICIDE,Cyproconazole,80 g/l+200 g/l,SC,STINGER,F.016-20,ATLAS AGRICOLE,DU PONT,2022,CONTAINS_NOT_APPROVED_SUBSTANCE_IN_EU,1,Cyproconazole,Cyproconazole,Cyproconazole:EU_NOT_APPROVED,
FONGICIDE,+Picoxystrobine,80 g/l+200 g/l,SC,,,,INTERNATIONAL,2022,CONTAINS_NOT_APPROVED_SUBSTANCE_IN_EU,1,+Picoxystrobine,Picoxystrobin,+Picoxystrobine:EU_NOT_APPROVED,
FONGICIDE,Cyprodinil,50%,WG,arnatin WG,F.68-21,SOLAGRI,SYNGENTA,2022,ALL_SUBSTANCES_APPROVED_IN_EU,1,Cyprodinil,Cyprodinil,Cyprodinil:EU_APPROVED,
FONGICIDE,Diethofencarb,250 g/l,SC,FRUGICO SC,F.019-16,AGROSYTEME,GLOBACHEM,2022,CONTAINS_NOT_APPROVED_SUBSTANCE_IN_EU,1,Diethofencarb,Diethofencarb,Diethofencarb:EU_NOT_APPROVED,
FONGICIDE,Difenoconazole,250 g/L,EC,Difcor,F.027-11/21,AGROSYSTEMES,GLOBACHEM,2022,ALL_SUBSTANCES_APPROVED_IN_EU,1,Difenoconazole,Difenoconazole,Difenoconazole:EU_APPROVED,
FONGICIDE,Difenoconazole,30 g/L,FS,Difender 30 FS,006-14F.,AGROSYSTEMES,GLOBACHEM,2022,ALL_SUBSTANCES_APPROVED_IN_EU,1,Difenoconazole,Difenoconazole,Difenoconazole:EU_APPROVED,
FONGICIDE,Difenoconazole,250 g/L,EC,Protector,F.032-15,AMINCO,GLOBACHEM,2022,ALL_SUBSTANCES_APPROVED_IN_EU,1,Difenoconazole,Difenoconazole,Difenoconazole:EU_APPROVED,
FONGICIDE,Difenoconazole,250 g/L,EC,Score 250 EC,F.028-11/21,BIOPROTECTION,SYNGENTA,2022,ALL_SUBSTANCES_APPROVED_IN_EU,1,Difenoconazole,Difenoconazole,Difenoconazole:EU_APPROVED,
FONGICIDE,Difenoconazole,30 g/L,FS,Spectro 30 FS,F.029-11/21,BIOPROTECTION,SYNGENTA,2022,ALL_SUBSTANCES_APPROVED_IN_EU,1,Difenoconazole,Difenoconazole,Difenoconazole:EU_APPROVED,
FONGICIDE,Difenoconazole,250 g/L,EC,CURYGEN EC,F.015-20,EL KHADRA,JSC AUGUST INC,2022,ALL_SUBSTANCES_APPROVED_IN_EU,1,Difenoconazole,Difenoconazole,Difenoconazole:EU_APPROVED,
FONGICIDE,Difenoconazole,250 g/L,EC,PROZOLE 250 EC,F.022-18,Ets MEZGHANI,ASTRACHEM,2022,ALL_SUBSTANCES_APPROVED_IN_EU,1,Difenoconazole,Difenoconazole,Difenoconazole:EU_APPROVED,
FONGICIDE,Difenoconazole,250 g/L,EC,RAYOK,F.046-17,HALAB TUNISIE,JSC AUGUST INC,2022,ALL_SUBSTANCES_APPROVED_IN_EU,1,Difenoconazole,Difenoconazole,Difenoconazole:EU_APPROVED,
FONGICIDE,Difenoconazole,250 g/L,EC,Festival 250 EC,F.006-15,SANABEL AGRO,Sharda World Wide,2022,ALL_SUBSTANCES_APPROVED_IN_EU,1,Difenoconazole,Difenoconazole,Difenoconazole:EU_APPROVED,
FONGICIDE,Difenoconazole,30 g/l,FS,SITARA FS,F.001-20,SANABEL AGRO,SHARDA,2022,ALL_SUBSTANCES_APPROVED_IN_EU,1,Difenoconazole,Difenoconazole,Difenoconazole:EU_APPROVED,
FONGICIDE,Difenoconazole,250 g/L,EC,Divisole,F.194-11/21,TASMID,ASTRACHEM,2022,ALL_SUBSTANCES_APPROVED_IN_EU,1,Difenoconazole,Difenoconazole,Difenoconazole:EU_APPROVED,
FONGICIDE,Difenoconazole,60g/l+30g/l,DC,DYNALI DC,F.002-22,SOLAGRI,SYNGENTA,2022,ALL_SUBSTANCES_APPROVED_IN_EU,1,Difenoconazole,Difenoconazole,Difenoconazole:EU_APPROVED,
FONGICIDE,+Cyflufenamid,60g/l+30g/l,DC,,,,,2022,ALL_SUBSTANCES_APPROVED_IN_EU,1,+Cyflufenamid,Cyflufenamid,+Cyflufenamid:EU_APPROVED,
FONGICIDE,Difenoconazole +,25 g/l +25 g/l,FS,DIFEND EXTRA FS,F.017-18,AGROSYSTEMES,Globachem,2022,ALL_SUBSTANCES_APPROVED_IN_EU,1,Difenoconazole +,Difenoconazole,Difenoconazole +:EU_APPROVED,
FONGICIDE,Fludioxonil,25 g/l +25 g/l,FS,,,,,2022,ALL_SUBSTANCES_APPROVED_IN_EU,1,Fludioxonil,Fludioxonil,Fludioxonil:EU_APPROVED,
FONGICIDE,Difenoconazole +,25 g/L + 25,FS,Celest Extra 50 FS,F.030-11/21,BIOPROTECTION,SYNGENTA,2022,ALL_SUBSTANCES_APPROVED_IN_EU,1,Difenoconazole +,Difenoconazole,Difenoconazole +:EU_APPROVED,
FONGICIDE,Fludioxonil,g/L,FS,,,,,2022,ALL_SUBSTANCES_APPROVED_IN_EU,1,Fludioxonil,Fludioxonil,Fludioxonil:EU_APPROVED,
FONGICIDE,Difenoconazole +,25g/l + 25 g/l,FS,CelestTop 312.5,126-11/21 F.,BIOPROTECTION,SYNGENTA,2022,ALL_SUBSTANCES_APPROVED_IN_EU,1,Difenoconazole +,Difenoconazole,Difenoconazole +:EU_APPROVED,
FONGICIDE,Fludioxonil,+ 262.5 g/l,FS,,,,,2022,ALL_SUBSTANCES_APPROVED_IN_EU,1,Fludioxonil,Fludioxonil,Fludioxonil:EU_APPROVED,
FONGICIDE,+Thiamethoxam,+ 262.5 g/l,FS,,,,,2022,CONTAINS_NOT_APPROVED_SUBSTANCE_IN_EU,1,+Thiamethoxam,Thiamethoxam,+Thiamethoxam:EU_NOT_APPROVED,
FONGICIDE,Difenoconazole+propicon,150g/l+150 g/l,EC,NANJI PLUS EC,F.37-21,STEC,JIANGYIN,2022,ALL_SUBSTANCES_APPROVED_IN_EU,1,Difenoconazole+propicon,Difenoconazole,Difenoconazole+propicon:EU_APPROVED,
FONGICIDE,azole,150g/l+150 g/l,EC,,,,FENGDENG CROP,2022,ALL_SUBSTANCES_APPROVED_IN_EU,1,azole,Difenoconazole,azole:EU_APPROVED,
FONGICIDE,Difenoconazole +,25 g/l + 25 g/l,FS,Vibrance Gold,F.013-15,BIOPROTECTION,SYNGENTA,2022,ALL_SUBSTANCES_APPROVED_IN_EU,1,Difenoconazole +,Difenoconazole,Difenoconazole +:EU_APPROVED,
FONGICIDE,Fludioxonil +Sedexane,+ 50 g/l,FS,,,,,2022,ALL_SUBSTANCES_APPROVED_IN_EU,1,Fludioxonil +Sedexane,Fludioxonil,Fludioxonil +Sedexane:EU_APPROVED,
FONGICIDE,Difenoconazole,125g/L +15g/L,DC,CIDELY TOP 140 DC,F.026-17,AGRIPROTEC,SYNGENTA,2022,ALL_SUBSTANCES_APPROVED_IN_EU,1,Difenoconazole,Difenoconazole,Difenoconazole:EU_APPROVED,
FONGICIDE,+Cyflufenamid,125g/L +15g/L,DC,,,,,2022,ALL_SUBSTANCES_APPROVED_IN_EU,1,+Cyflufenamid,Cyflufenamid,+Cyflufenamid:EU_APPROVED,
FONGICIDE,Difenoconazole,125g/L +15g/L,DC,MELCAR TOP 140,F.027-18,COTUGRAIN,SYNGENTA,2022,ALL_SUBSTANCES_APPROVED_IN_EU,1,Difenoconazole,Difenoconazole,Difenoconazole:EU_APPROVED,
FONGICIDE,+Cyflufenamid,125g/L +15g/L,DC,DC,,IMPEX,,2022,ALL_SUBSTANCES_APPROVED_IN_EU,1,+Cyflufenamid,Cyflufenamid,+Cyflufenamid:EU_APPROVED,
FONGICIDE,Difenoconazole,92 g/l + 23 g/l,FS,SpectroExtreme 115,008-14F.,BIOPROTECTION,SYNGENTA,2022,ALL_SUBSTANCES_APPROVED_IN_EU,1,Difenoconazole,Difenoconazole,Difenoconazole:EU_APPROVED,
FONGICIDE,+Métalaxyl-M,92 g/l + 23 g/l,FS,FS,,,,2022,ALL_SUBSTANCES_APPROVED_IN_EU,1,+Métalaxyl-M,Metalaxyl,+Métalaxyl-M:EU_APPROVED,
FONGICIDE,Difenoconazole,92 g/l + 23 g/l,FS,DIVIDEND,F.006-18,SOLAGRI,SYNGENTA,2022,ALL_SUBSTANCES_APPROVED_IN_EU,1,Difenoconazole,Difenoconazole,Difenoconazole:EU_APPROVED,
FONGICIDE,+Métalaxyl-M,92 g/l + 23 g/l,FS,EXTREME 115 FS,,,,2022,ALL_SUBSTANCES_APPROVED_IN_EU,1,+Métalaxyl-M,Metalaxyl,+Métalaxyl-M:EU_APPROVED,
FONGICIDE,Difenoconazole +,20 g/kg+200,WS,APRON STAR WS,FI.028-22,COTUGRAIN,SYNGENTA,2022,ALL_SUBSTANCES_APPROVED_IN_EU,1,Difenoconazole +,Difenoconazole,Difenoconazole +:EU_APPROVED,
FONGICIDE,Metalaxyl –M +,g/kg+200g/kg,WS,,,,,2022,ALL_SUBSTANCES_APPROVED_IN_EU,1,Metalaxyl –M +,Metalaxyl,Metalaxyl –M +:EU_APPROVED,
FONGICIDE,Thiamethoxam,g/kg+200g/kg,WS,,,,,2022,CONTAINS_NOT_APPROVED_SUBSTANCE_IN_EU,1,Thiamethoxam,Thiamethoxam,Thiamethoxam:EU_NOT_APPROVED,
FONGICIDE,Diméthomorphe,200 g/l +200,SC,FOLY STAR 400 SC,F.007-16,SEPCM,AAKO,2022,CONTAINS_NOT_APPROVED_SUBSTANCE_IN_EU,1,Diméthomorphe,Dimethomorph,Diméthomorphe:EU_NOT_APPROVED,
FONGICIDE,+Fluazinam,g/l,SC,,,,,2022,ALL_SUBSTANCES_APPROVED_IN_EU,1,+Fluazinam,Fluazinam,+Fluazinam:EU_APPROVED,
FONGICIDE,Dimethomorphe,90 g/kg +600,WG,Acrobat MZ WG,F.017-14,COTUGRAIN,BASF,2022,CONTAINS_NOT_APPROVED_SUBSTANCE_IN_EU,1,Dimethomorphe,Dimethomorph,Dimethomorphe:EU_NOT_APPROVED,
FONGICIDE,+Mancozèbe,g/kg,WG,,,IMPEX,,2022,CONTAINS_NOT_APPROVED_SUBSTANCE_IN_EU,1,+Mancozèbe,Mancozeb,+Mancozèbe:EU_NOT_APPROVED,
FONGICIDE,Dimetomorphe +Folpel,11.3% +60%,WG,MORPHEE 71.3 WG,F.036-17,BIOPROTECTION,AAKO,2022,NOT_FOUND_OR_NEEDS_MANUAL_REVIEW,0,Dimetomorphe +Folpel,,Dimetomorphe +Folpel:NOT_IN_EU_LIST,
FONGICIDE,Dimetomorphe +Folpel,11.3% +60%,WG,DENIM,F.007-17,RAYEN,Sharda cropchem,2022,NOT_FOUND_OR_NEEDS_MANUAL_REVIEW,0,Dimetomorphe +Folpel,,Dimetomorphe +Folpel:NOT_IN_EU_LIST,
FONGICIDE,Dimetomorphe +Folpel,11.3% +60%,WG,FLOPY DUO,F.65-21,AGRINOVA,Sharda cropchem,2022,NOT_FOUND_OR_NEEDS_MANUAL_REVIEW,0,Dimetomorphe +Folpel,,Dimetomorphe +Folpel:NOT_IN_EU_LIST,
FONGICIDE,Dinocap Meptyl +,105 g/L + 45,EC,AGRIKAR STAR,F.029-18,ATLAS AGRICOLE,DOW,2022,CONTAINS_NOT_APPROVED_SUBSTANCE_IN_EU,1,Dinocap Meptyl +,Dinocap,Dinocap Meptyl +:EU_NOT_APPROVED,
FONGICIDE,Myclobutanil,g/L,EC,,,,AGROSCIENCES,2022,CONTAINS_NOT_APPROVED_SUBSTANCE_IN_EU,1,Myclobutanil,Myclobutanil,Myclobutanil:EU_NOT_APPROVED,
FONGICIDE,Dinocap Meptyl +,105 g/L + 45,EC,SABITHANE GOLD,F.021-13,PROMOCHIMIE,DOW,2022,CONTAINS_NOT_APPROVED_SUBSTANCE_IN_EU,1,Dinocap Meptyl +,Dinocap,Dinocap Meptyl +:EU_NOT_APPROVED,
FONGICIDE,Dithianon,500 g/l,SC,DELAN 500 SC,F.050-22,BIOPROTECTION,BASF,2022,ALL_SUBSTANCES_APPROVED_IN_EU,1,Dithianon,Dithianon,Dithianon:EU_APPROVED,
FONGICIDE,Dithianon,70%,WG,ASTRONE,F.056-22,SANABEL AGRO,SHARDA,2022,ALL_SUBSTANCES_APPROVED_IN_EU,1,Dithianon,Dithianon,Dithianon:EU_APPROVED,
FONGICIDE,Dithianon,12 % + 4%,WG,shanon,F.32-21,SHARDA,sharda cropchem,2022,ALL_SUBSTANCES_APPROVED_IN_EU,1,Dithianon,Dithianon,Dithianon:EU_APPROVED,
FONGICIDE,Dithianon,70%,WD,MACCANI,F.014-16,COTUGRAIN,BASF,2022,ALL_SUBSTANCES_APPROVED_IN_EU,1,Dithianon,Dithianon,Dithianon:EU_APPROVED,
FONGICIDE,+Pyrachlostrobin,70%,G,,,IMPEX,,2022,NOT_FOUND_OR_NEEDS_MANUAL_REVIEW,0,+Pyrachlostrobin,,+Pyrachlostrobin:NOT_IN_EU_LIST,
FONGICIDE,Dodine,400 g/L,SC,Syllit 400 SC,F.172-11/21,PROTAGRI,ARYSTA Life Science,2022,ALL_SUBSTANCES_APPROVED_IN_EU,1,Dodine,Dodine,Dodine:EU_APPROVED,
FONGICIDE,Dodine,400 g/L,SC,Efluzin 400 SC,F.010-15,SEPCM,ARYSTA Life Science,2022,ALL_SUBSTANCES_APPROVED_IN_EU,1,Dodine,Dodine,Dodine:EU_APPROVED,
FONGICIDE,Epoxiconazole,125 g/L,SC,Rubric,F.018-13,AGROSYSTEMES,Cheminova,2022,CONTAINS_NOT_APPROVED_SUBSTANCE_IN_EU,1,Epoxiconazole,Epoxiconazole,Epoxiconazole:EU_NOT_APPROVED,
FONGICIDE,Epoxiconazole,125 g/L,SC,Spike,F.032-11/21,AGROSYSTEMES,GLOBACHEM,2022,CONTAINS_NOT_APPROVED_SUBSTANCE_IN_EU,1,Epoxiconazole,Epoxiconazole,Epoxiconazole:EU_NOT_APPROVED,
FONGICIDE,Epoxiconazole,125 g/L,SC,Eponeo,F.029-15,AMINCO,Cheminova,2022,CONTAINS_NOT_APPROVED_SUBSTANCE_IN_EU,1,Epoxiconazole,Epoxiconazole,Epoxiconazole:EU_NOT_APPROVED,
FONGICIDE,Epoxiconazole,125 g/L,SC,Scooby doo,F.035-15,AMINCO,GLOBACHEM,2022,CONTAINS_NOT_APPROVED_SUBSTANCE_IN_EU,1,Epoxiconazole,Epoxiconazole,Epoxiconazole:EU_NOT_APPROVED,
FONGICIDE,Epoxiconazole,125 g/L,SC,Nupoxyn,F.018-15,EL MOUSSEM,NUFARM,2022,CONTAINS_NOT_APPROVED_SUBSTANCE_IN_EU,1,Epoxiconazole,Epoxiconazole,Epoxiconazole:EU_NOT_APPROVED,
FONGICIDE,Epoxiconazole,125 g/L,SC,ceriazole SC,F.58-21,agriprotec,NUFARM,2022,CONTAINS_NOT_APPROVED_SUBSTANCE_IN_EU,1,Epoxiconazole,Epoxiconazole,Epoxiconazole:EU_NOT_APPROVED,
FONGICIDE,Epoxiconazole,125 g/L,SC,Orage,F.005-15,SANABEL AGRO,SINON,2022,CONTAINS_NOT_APPROVED_SUBSTANCE_IN_EU,1,Epoxiconazole,Epoxiconazole,Epoxiconazole:EU_NOT_APPROVED,
FONGICIDE,Epoxiconazole,125 g/L,SC,Soprano,F.033-11/21,SEPCM,AAKO,2022,CONTAINS_NOT_APPROVED_SUBSTANCE_IN_EU,1,Epoxiconazole,Epoxiconazole,Epoxiconazole:EU_NOT_APPROVED,
FONGICIDE,Epoxiconazole,125 g/L,SC,Opus,F.034-11/21,STIMA,BASF,2022,CONTAINS_NOT_APPROVED_SUBSTANCE_IN_EU,1,Epoxiconazole,Epoxiconazole,Epoxiconazole:EU_NOT_APPROVED,
FONGICIDE,Epoxiconazole,125 g/L,SC,lovit SC,F.44-21,COTUGRAIN,BASF,2022,CONTAINS_NOT_APPROVED_SUBSTANCE_IN_EU,1,Epoxiconazole,Epoxiconazole,Epoxiconazole:EU_NOT_APPROVED,
FONGICIDE,Epoxiconazole +,84 g/l+250 g/l,SE,EPIC TOP SE,18-011F.,COTUGRAIN,BASF,2022,CONTAINS_NOT_APPROVED_SUBSTANCE_IN_EU,1,Epoxiconazole +,Epoxiconazole,Epoxiconazole +:EU_NOT_APPROVED,
FONGICIDE,Fenpropimorph,84 g/l+250 g/l,SE,,,,,2022,CONTAINS_NOT_APPROVED_SUBSTANCE_IN_EU,1,Fenpropimorph,Fenpropimorph,Fenpropimorph:EU_NOT_APPROVED,
FONGICIDE,Epoxiconazole +,125 g/L +125,SC,ALLEGRO,F.59-21,AGRIMATCO,BASF,2022,CONTAINS_NOT_APPROVED_SUBSTANCE_IN_EU,1,Epoxiconazole +,Epoxiconazole,Epoxiconazole +:EU_NOT_APPROVED,
FONGICIDE,Kresoxim-methyl,g/L,SC,,,,,2022,ALL_SUBSTANCES_APPROVED_IN_EU,1,Kresoxim-methyl,Kresoxim-methyl,Kresoxim-methyl:EU_APPROVED,
FONGICIDE,Epoxiconazole +,125 g/L +125,SC,Ogam,F.155-11/21,STIMA,BASF,2022,CONTAINS_NOT_APPROVED_SUBSTANCE_IN_EU,1,Epoxiconazole +,Epoxiconazole,Epoxiconazole +:EU_NOT_APPROVED,
FONGICIDE,Epoxiconazole +,187 g/L +310,EC,Rex Duo,F.174-11/21,STIMA,BASF,2022,CONTAINS_NOT_APPROVED_SUBSTANCE_IN_EU,1,Epoxiconazole +,Epoxiconazole,Epoxiconazole +:EU_NOT_APPROVED,
FONGICIDE,Thiophanate-methyl,g/L,EC,,,,,2022,CONTAINS_NOT_APPROVED_SUBSTANCE_IN_EU,1,Thiophanate-methyl,Thiophanate-methyl,Thiophanate-methyl:EU_NOT_APPROVED,
FONGICIDE,Epoxiconazole +,187 g/L +310,EC,DUETT ULTRA EC,F.51-21,AGRIPROTEC,BASF,2022,CONTAINS_NOT_APPROVED_SUBSTANCE_IN_EU,1,Epoxiconazole +,Epoxiconazole,Epoxiconazole +:EU_NOT_APPROVED,
FONGICIDE,Epoxiconazole+Fluxapyr,62.5 g/l+62.5,EC,ADEXAR XTRA EC,F.007-20,STIMA,BASF,2022,CONTAINS_NOT_APPROVED_SUBSTANCE_IN_EU,1,Epoxiconazole+Fluxapyr,Epoxiconazole,Epoxiconazole+Fluxapyr:EU_NOT_APPROVED,
FONGICIDE,oxad(xemium),g/l,EC,,,,,2022,CONTAINS_NOT_APPROVED_SUBSTANCE_IN_EU,1,oxad(xemium),Oxadiargyl,oxad(xemium):EU_NOT_APPROVED,
FONGICIDE,Famoxadone +,6.25 % +,WG,Clip,F.011-15,AGRIMATCO,DU PONT,2022,CONTAINS_NOT_APPROVED_SUBSTANCE_IN_EU,1,Famoxadone +,Famoxadone,Famoxadone +:EU_NOT_APPROVED,
FONGICIDE,Mancozebe,62.5 %,WG,,,,INTERNATIONAL/co,2022,CONTAINS_NOT_APPROVED_SUBSTANCE_IN_EU,1,Mancozebe,Mancozeb,Mancozebe:EU_NOT_APPROVED,
FONGICIDE,Famoxadone +cymoxanil,"22,5%+30%",WG,VENUS WG,F.045-22,STIMA,"Shengnong Pesticide,",2022,CONTAINS_NOT_APPROVED_SUBSTANCE_IN_EU,1,Famoxadone +cymoxanil,Famoxadone,Famoxadone +cymoxanil:EU_NOT_APPROVED,
FONGICIDE,Fenhexamide,"53,70%",WG,Teldor,F.040-11/21,PROMOCHIMIE,BAYER,2022,ALL_SUBSTANCES_APPROVED_IN_EU,1,Fenhexamide,Fenhexamid,Fenhexamide:EU_APPROVED,
FONGICIDE,Fenpropidine,450 g/l +125,EC,Zenith 575 EC,F.011-14,SOLAGRI,SYNGENTA,2022,ALL_SUBSTANCES_APPROVED_IN_EU,1,Fenpropidine,Fenpropidin,Fenpropidine:EU_APPROVED,
FONGICIDE,Fenpropimorphe +,200 g/l + 62.5,SE,palazzo,F.62-21,agrimatco,BASF,2022,CONTAINS_NOT_APPROVED_SUBSTANCE_IN_EU,1,Fenpropimorphe +,Fenpropimorph,Fenpropimorphe +:EU_NOT_APPROVED,
FONGICIDE,Epoxiconazole +,g/l + 75 g/l,SE,,,,,2022,CONTAINS_NOT_APPROVED_SUBSTANCE_IN_EU,1,Epoxiconazole +,Epoxiconazole,Epoxiconazole +:EU_NOT_APPROVED,
FONGICIDE,Metrafenone,g/l + 75 g/l,SE,,,,,2022,ALL_SUBSTANCES_APPROVED_IN_EU,1,Metrafenone,Metrafenone,Metrafenone:EU_APPROVED,
FONGICIDE,Fenpropimorphe +,200 g/l + 62.5,SE,Capalo,F.010-13,STIMA,BASF,2022,CONTAINS_NOT_APPROVED_SUBSTANCE_IN_EU,1,Fenpropimorphe +,Fenpropimorph,Fenpropimorphe +:EU_NOT_APPROVED,
FONGICIDE,Fenpyrazamine,50%,WG,PROLECTUS 50WG,F.040-17,SEPCM,SUMITOMO,2022,CONTAINS_NOT_APPROVED_SUBSTANCE_IN_EU,1,Fenpyrazamine,Fenpyrazamine,Fenpyrazamine:EU_NOT_APPROVED,
FONGICIDE,Fluazinam,5 0 0 g /l,SC,Nando,F.045-11/21,BIOPROTECTION,NUFARM,2022,ALL_SUBSTANCES_APPROVED_IN_EU,1,Fluazinam,Fluazinam,Fluazinam:EU_APPROVED,
FONGICIDE,Fluazinam,5 0 0 g /l,SC,VERTIGO,F.208-11/21,Sanabel agro,NUFARM,2022,ALL_SUBSTANCES_APPROVED_IN_EU,1,Fluazinam,Fluazinam,Fluazinam:EU_APPROVED,
FONGICIDE,Fluazinam,375 g/l+150 g/l,SC,VENDETTA SC,F.055-22,STEC,FMC,2022,ALL_SUBSTANCES_APPROVED_IN_EU,1,Fluazinam,Fluazinam,Fluazinam:EU_APPROVED,
FONGICIDE,+Azoxystrobine,375 g/l+150 g/l,SC,,,,,2022,ALL_SUBSTANCES_APPROVED_IN_EU,1,+Azoxystrobine,Azoxystrobin,+Azoxystrobine:EU_APPROVED,
