Produit_Commercial,Société,Fabricant
ALLIANCE TOP SC,AGRI PLUS,JIANGYIN SULI CHEMICALCO
ALLIANCE TOP SC,AGRI PLUS,NANJING AGROCHEMICAL
LITTOVIR,AGRICULTURE,ANDERMATT BIOCONTROL AG
LITTOVIR,AGRICULTURE,BAYER CROPSCIENCE
LITTOVIR,AGRICULTURE,CORTEVA
LITTOVIR,AGRICULTURE ALOHA AGRICULTURE,ANDERMATT BIOCONTROL AG
10DC,AGRIMATCO,OAT AgrioCO.Ltd
AIRONE,AGRIMATCO,ISAGRO
AIRONE,AGRIMATCO,distribute par frarimpex GOWAN CROP
AIRONE,AGRIMATCO,AAKO BV
ALLEGRO,AGRIMATCO,BASF
ALLIAGE DF,AGRIMATCO,BASF
Amanora,AGRIMATCO,UPL
Aroxy 250SC,AGRIMATCO,UPL
BATO,AGRIMATCO,BASF
Benevia,AGRIMATCO,DU PONT
CAPITOL 80 WG,AGRIMATCO,SHARDA
Clip,AGRIMATCO,DU PONT INTERNATIONAL co rteva
DANIRANGER,AGRIMATCO,OAT AgrioCO.Ltd
DANIRANGER 10DC,AGRIMATCO,OAT AgrioCO.Ltd
FLORAMITE 240,AGRIMATCO,CHEMTURA
FLORAMITE 240 SC,AGRIMATCO,CHEMTURA
FLORAMITE 240 SC,AGRIMATCO,AR YSTA CHEMTURA AR YSTA
FOXTON 30 SC,AGRIMATCO,"LoatingYoloo Bio- Technology Co ,Ltd"
GRACIA 100 EC,AGRIMATCO,NISSAN CHEMICAL CORPORATION
GRACIA 100 EC,AGRIMATCO,GLOBACHEM
Glycel,AGRIMATCO,EXCEL CROP CARE
Glycel,AGRIMATCO,excelcrop care Sumitomo chemical
IMIGO 70 WG,AGRIMATCO,Inde
Imigo70 WG,AGRIMATCO,United Phosphorus Limited
M ETRON WG,AGRIMATCO,UNITED PHOSPHORUS
METRON WG,AGRIMATCO,UNITED PHOSPHORUS
OXYTANE,AGRIMATCO,SHARDA CROPCHEM
OXYTANE,AGRIMATCO,LIMITED INDE
Pantera 40,AGRIMATCO,CHEMTURA
REBOOT WG,AGRIMATCO,GOWAN CROP PROTECTION LIMITED
REVYSTAR EC,AGRIMATCO,BASF
STARKEL 20SG,AGRIMATCO,"Mitsui Chemicals Agro,Inc"
STARKLE 20SG,AGRIMATCO,"Mitsui Chemicals Agro,Inc"
Sulpex,AGRIMATCO,Agrostulln GmbH
Sulpex,AGRIMATCO,frarimpe x(D)
Sumipleo50EC,AGRIMATCO,SUMITOMO
SunOIL,AGRIMATCO,PETRONAS LUBRICANTS BELGIUM NV
SunOIL,AGRIMATCO,PETRONAS
TUBERON,AGRIMATCO,UPL
Vydate GR,AGRIMATCO,DUPONT
YAMATO 85 WG,AGRIMATCO,Kumai chemical industry
YAMATO 85 WG,AGRIMATCO,ustry
codacide EO,AGRIMATCO,Mirocide Ltd
palazzo,AGRIMATCO,BASF
AIRONE,AGRIMATCO AGRIPROTEC ATLAS AGRICOLE BIOPROTECTION COTUGRAIN,IQV DEL VALLES NUFARM MANICA Spa NUFARM NORDOX INDUSTRIER A(fabricant) S;COMMerci alquimecamasso(four)
Benfuron,AGRIMED,SHARDA
Benfuron,AGRIMED,ALBAUGH EUROPE SARL
CURATEX,AGRIMED,SHARDA CROPCHEM
G RAZY 70% WDG,AGRIMED,SHARDA CROPCHEM
GRAZY 70% WDG,AGRIMED,UPL
INDIGO WDG,AGRIMED,Sharda
KUISTAR,AGRIMED,SHARDA
Mitraze,AGRIMED,sharda cropchem limited
Mitraze,AGRIMED,SHARDA CROPCHEM
OXYCUIVRE 50,AGRIMED,Shyham chemical
PROXER,AGRIMED,SHARDA CROPCHEM
THIOPHANATE,AGRIMED,MEGHMANI INDUSTRIES
TRYBERON 75 WG,AGRIMED,Sharda Cropchem
VEGA EC,AGRIMED,Sharda cropchem
WINTER 41 EC,AGRIMED,SHARDA
shanon,AGRIMED,shardacropchem
KUISTAR,AGRIMED DISTRIBUTION,SHARDA
MACCANI,AGRIMED DISTRIBUTION,BASF
Mitraze,AGRIMED DISTRIBUTION,sharda cropchem limited
OXYCUIVRE 50,AGRIMED DISTRIBUTION,Shyham chemical FITOGAL
Radikal SC,AGRIMED DISTRIBUTION,SHARDA
THIOPHANATEM,AGRIMED DISTRIBUTION,MEGHMANI INDUSTRIES
VEGA EC,AGRIMED DISTRIBUTION,Sharda cropchem
WINTER 41 EC,AGRIMED DISTRIBUTION,SHARDA
08WDG,AGRINOVA,AGROW ALLIED
80WDG,AGRINOVA,AGROW ALLIED
CYPERNOVA,AGRINOVA,SHARDA WORLDWIDE
CYPERNOVA,AGRINOVA,SHARDA
CYPERNOVA,AGRINOVA,WORLDWIDE
CYPERNOVA,AGRINOVA,CROPSAVE PESTICIDES INDIAN PVT.LTD
FLOPY DUO,AGRINOVA,Sharda cropchem
INDOXAL XTRA W DG,AGRINOVA,AGROBEATS
INDOXAL XTRA W DG,AGRINOVA,TECH CHINE
INDOXAL XTRA WDG,AGRINOVA,AGROBEATS
INDOXAL XTRA WDG,AGRINOVA,TECH CHINE
KAPI-TOP 48 EC,AGRINOVA,SHARDA CROPCHEM
KAPI-TOP 48 EC,AGRINOVA,LIMITED INDE
MITADOR WG,AGRINOVA,Sharda Cropchem INDE
N OVAMET WP,AGRINOVA,AGROW ALLIED
NOV-UP,AGRINOVA,Sharda Cropchem Limited
NOV-UP,AGRINOVA,SHARDA CROPCHEM
NOV-UP,AGRINOVA,LIMITED INDE
NOVAMET WP,AGRINOVA,AGROW ALLIED
NOVAMET WP,AGRINOVA,AGROW
NOVAMET WP,AGRINOVA,ALLIED
PROMY,AGRINOVA,Sharda Cropchem
PROMY,AGRINOVA,SHARDA CROPCHEM LIMITED INDE
SHARMINA 720 SL,AGRINOVA,SHARDA
SHARMINA 720 SL,AGRINOVA,SHARDA CROPCHEM
SHARMINA 720 SL,AGRINOVA,LIMITED INDE
SULFINOVA,AGRINOVA,AGROW ALLIED
TEBUNOVA SC,AGRINOVA,SHARDA
TEBUNOVA SC,AGRINOVA,BAYER CROPSCIENCE
TEBUSHA 6 FS,AGRINOVA,Sharda World wide
TEBUSHA 6 FS,AGRINOVA,SHARDA CROPCHEM
TEBUSHA 6 FS,AGRINOVA,LIMITED INDE
BANNER EC,AGRIPLUS,HEBEI VEYONG BIO- CHEMICAL CO.LTD
BASASTAR SL,AGRIPLUS,"NANJING FENGSHAN CHEMICAL GROUP CO,LTD"
BASASTAR SL,AGRIPLUS,Dow Agrosciences
BASASTAR SL,AGRIPLUS,Dow Agrosciences COR TEVA
BOZAR,AGRIPLUS,"JIANGSU FENGSHAN GROUP CO,LTD"
BOZAR,AGRIPLUS,JIANGSU
BOZAR,AGRIPLUS,"FENGSHAN GROUP CO,LTD (FAB) NANJING FENGSHAN CHEMICAL(F)"
HERBASTAREC,AGRIPLUS,"JIANGSU FENGSHAN GROUP CO,LTD"
HERBASTAREC,AGRIPLUS,AAKO
MATADOR PLUS EC,AGRIPLUS,NINGBO SUNJOY AGROSCIENCE INDUSTRY
METROSTAR SC,AGRIPLUS,NINGBO SUNJOY AGROSCIENCE INDUSTRY Cropidea
RUBAH,AGRIPLUS,PARIJAT
RUBAH,AGRIPLUS,PARIJAT SYNGENTA
SYMBA EC,AGRIPLUS,"JIANGSU FENGSHAN GROUP CO,LTD"
TREZAK EC,AGRIPROTC,Dow agroscience
16SC,AGRIPROTEC,PROBLETE
A lial,AGRIPROTEC,PROPLAN
ACTELIC EC,AGRIPROTEC,SYNGENTA
AGRI-FLEX 185 SC,AGRIPROTEC,SYNGENTA
AGRIKAR EC,AGRIPROTEC,SIPCAM INAGRA
ALTACOR 35 WG,AGRIPROTEC,FMC
Actellic,AGRIPROTEC,SYNGENTA
Agral 90,AGRIPROTEC,Syngenta
Agriphanate,AGRIPROTEC,MEGHMANI INDUSTRIES
Alial,AGRIPROTEC,PROPLAN
Alial,AGRIPROTEC,ALBAUGH EUROPE SARL
Alial,AGRIPROTEC,INDUSTRIAS AFRAZA ALBAUGH EUROPE SARL
Amistar Top,AGRIPROTEC,SYNGENTA
Amistar Xtra,AGRIPROTEC,SYNGENTA
Ampligo 150 ZC,AGRIPROTEC,SYNGENTA
Applaud 25 SC,AGRIPROTEC,SIPCAM INAGRA
Atemi 10 WG,AGRIPROTEC,SYNGENTA CROP PROTECTION
Atemi 10 WG,AGRIPROTEC,GOWAN CROP PROTECTION LIMITED
B ravo SC,AGRIPROTEC,SYNGENTA
BANTER WG,AGRIPROTEC,UPL limited
BELTHIRUL,AGRIPROTEC,PROBLETE
BELTHIRUL 16SC,AGRIPROTEC,PROBLETE
BETASANA TRIO,AGRIPROTEC,UPL Limited
BION 50 WG,AGRIPROTEC,SYNGENTA
BLINDAR,AGRIPROTEC,ISAGRO SPA
BOLTON EC,AGRIPROTEC,CHEMINOVA
BOLTON EC,AGRIPROTEC,FMC
BUGUIS EC,AGRIPROTEC,PROPLAN
BUGUIS EC,AGRIPROTEC,TOPAGRO BIOSCIENCE SYNGENTA
BUTTRESS SC,AGRIPROTEC,NUFARM
Beltanol-L,AGRIPROTEC,PROBELTE
Beltanol-L,AGRIPROTEC,LIMITED INDE
Broadway,AGRIPROTEC,DOW AGROSCIENCE S
Broadway,AGRIPROTEC,CORTEVA
CARMINA MAX SC,AGRIPROTEC,NUFARM
CEREIAX,AGRIPROTEC,BASF
CERIAX,AGRIPROTEC,BASF
CETUS,AGRIPROTEC,FMC
CHALLENGER SC,AGRIPROTEC,BASF
CIDELY TOP 140 DC,AGRIPROTEC,SYNGENTA
CIDIAL,AGRIPROTEC,TAGROS CHEMICALS
COMET PLUS EC,AGRIPROTEC,BASF
COPSIP,AGRIPROTEC,SIPCAM INAGRA
CORUM SL,AGRIPROTEC,BASF
COSAVET-DF,AGRIPROTEC,Sulphur Mills Limited
COSSACK OD,AGRIPROTEC,BAYER CROPSCIENCE
CYTHRINE 10 EC,AGRIPROTEC,ARYSTA LIFESCIENCE
CYTHRINE 10 EC,AGRIPROTEC,IP L
Cabrio Duo,AGRIPROTEC,BASF
Captan 83 WP,AGRIPROTEC,LIMITED INDE
Cible,AGRIPROTEC,NUFARM
Clyde SG,AGRIPROTEC,ALBAUGH EUROPE SARL
Comac,AGRIPROTEC,NUFARM
Cymbush 10,AGRIPROTEC,PROBELTE
DESPERADO,AGRIPROTEC,Nufarm
DUETT ULTRA EC,AGRIPROTEC,BASF
Dicopur 720 SL,AGRIPROTEC,NUFARM
Dual gold 960 EC,AGRIPROTEC,SYNGENTA
Engeo 247,AGRIPROTEC,SYNGENTA
Everest70WG,AGRIPROTEC,ARYSTA LIFESCIENCE
FAMOXATE,AGRIPROTEC,DUPONT(Taiwan) AGRISCIENCE
FAMOXATE,AGRIPROTEC,CORTEV A
Folio Gold,AGRIPROTEC,SYNGENTA
Force,AGRIPROTEC,SYNGENTA
Fosbel extra,AGRIPROTEC,PROBELTE
Fusilade Max,AGRIPROTEC,SYNGENTA
GALLUP SUPER SL,AGRIPROTEC,Braclay chemicals
GIZMO SUPER FS,AGRIPROTEC,NUFARM
GLYFAST 450 SL,AGRIPROTEC,Braclay chemicals
GRANSTAR MAX,AGRIPROTEC,chenminova
GRANSTAR MAX WG,AGRIPROTEC,FMC chenminova FMC
GRANSTAR MAX WG,AGRIPROTEC,chenminova
GREEN STAR,AGRIPROTEC,BAYER CROPSCIENCE
HUSSAR EVOLUTION,AGRIPROTEC,BAYER CROPSCIENCE
Heat,AGRIPROTEC,BASF CORPORATION
Heat,AGRIPROTEC,SPICAM INAGRA SA
Imidan 50 A,AGRIPROTEC,GOWA&N
Imidan 50 A,AGRIPROTEC,Espagn e
Impact S,AGRIPROTEC,CHEMINOVA
Impact S,AGRIPROTEC,FMC
Impact SC,AGRIPROTEC,CHEMINOVA
Impact SC,AGRIPROTEC,FMC
Impact max SC,AGRIPROTEC,BASF SE
Impact max SC,AGRIPROTEC,Cheminova
Impact max SC,AGRIPROTEC,FMC
Isomexx,AGRIPROTEC,NUFARM
Jalisco,AGRIPROTEC,PROPLANT
Jalisco,AGRIPROTEC,QUME TICA AGRICULTURAL SOLUTIONS SPAIN SLU
Jalisco,AGRIPROTEC,QUME
K ocide 2000,AGRIPROTEC,MITSUI & Co Ltd
K ocide 2000,AGRIPROTEC,kocide LLC
K ocide 2000,AGRIPROTEC,cosaco LLC(japon)
KATANGA MAN,AGRIPROTEC,PROPLAN
KINVARAME,AGRIPROTEC,BRACLAY
KUSABI SC,AGRIPROTEC,ISK Biosciences Europe N.V UPL
Karaté 5 EC,AGRIPROTEC,SYNGENTA
Karaté10CSZeon,AGRIPROTEC,SYNGENTA
Kenja SC,AGRIPROTEC,ISK Biosciences Europe N.V(fabricant) upl(fou rnisseur)
Kenja SC,AGRIPROTEC,ISK Biosciences Europe N.V(fabricant)
Kenja SC,AGRIPROTEC,upl(fourniss eur)
Klerat,AGRIPROTEC,SYNGENTA
Klérat,AGRIPROTEC,SYNGENTA
Kocide 2000,AGRIPROTEC,MITSUI & Co Ltd
Kocide2000,AGRIPROTEC,MITSUI & Co Ltd kocide LLC cosaco LLC(japon)
LAMBDATROL,AGRIPROTEC,SIPCAM INAGRA
LUTIRAM WG,AGRIPROTEC,BASF
LUTIRAM WP,AGRIPROTEC,BASF
MASAI,AGRIPROTEC,BASF
MASAI,AGRIPROTEC,belchim
MASAI,AGRIPROTEC,Cer atisBelchimN.V
MASAI,AGRIPROTEC,orteva
MULIGAN,AGRIPROTEC,PROPLAN
MULIGAN,AGRIPROTEC,HANGZHOU TOPAGRO BIOSCIENCE
MULIGAN,AGRIPROTEC,QUME TICA AGRICULTURAL SOLUTIONS SPAIN SLU
Match 50 EC,AGRIPROTEC,SYNGENTA
Matecor,AGRIPROTEC,PROPLAN
Menara 410 EC,AGRIPROTEC,SYNGENTA
Milbeknock,AGRIPROTEC,"Mitsui Chemicals Agro,Inc"
Milbeknock,AGRIPROTEC,summit agro
Mystic Pro,AGRIPROTEC,NUFARM SAS
NANOK,AGRIPROTEC,FMC
NEXTER 10 SC,AGRIPROTEC,NISSAN CHEMICAL CORPORATION
NEXTER 10 SC,AGRIPROTEC,BASF
NUFOSATESL,AGRIPROTEC,NUFARM
Natramat 240SC,AGRIPROTEC,Jiangsu United Agrochemical
Natramat 240SC,AGRIPROTEC,nanj ing
Numectin,AGRIPROTEC,NUFARM
OPTIMO DUO EC,AGRIPROTEC,BASF
OSIRIS,AGRIPROTEC,BASF
Orvego,AGRIPROTEC,BASF
Otria Plus,AGRIPROTEC,PROBELTE INDUST. QUIMICAKEY IQV DEL VALLES ALCOTAN
PENNFLUID SC,AGRIPROTEC,UPL LIMITED
PERIMETER SL,AGRIPROTEC,GOWAN CROP PROTECTION LIMITED
POINTER GEO GR,AGRIPROTEC,SIPCAM INAGRA
PROPYZ,AGRIPROTEC,BARCLAY CHEMICALS Ltd
PROPYZ,AGRIPROTEC,SHARDA CROPCHEM LIMITED INDE
Pergado MZ 65 WG,AGRIPROTEC,SYNGENTA
Preza OD,AGRIPROTEC,DU PONT
Preza OD,AGRIPROTEC,FMC
Pristine WG,AGRIPROTEC,BASF
RAMPART FS,AGRIPROTEC,UPL LIMITED
RANMAN TOP SC,AGRIPROTEC,ISK Biosciences Europe N.V
REAL SUPER,AGRIPROTEC,BASF
REVYCARE EC,AGRIPROTEC,BASF
RIVAL 607 SL,AGRIPROTEC,AGRIA
ROCINANTE,AGRIPROTEC,PROPLAN PLANT PROTECTION COMPANY
ROCINANTE,AGRIPROTEC,PROPLAN
ROCINANTE,AGRIPROTEC,QUME TICA AGRICULTURAL SOLUTIONS SPAIN SLU
Radikal SC,AGRIPROTEC,SHARDA
Radikal SC,AGRIPROTEC,CHEMINOVA FMC
Regalis,AGRIPROTEC,BASF
Round Up Pro,AGRIPROTEC,Braclaychemicals
SABUESO,AGRIPROTEC,PROPLAN
SALIBRO 500 SC,AGRIPROTEC,CORTEVA
SERCADIS PLUS SC,AGRIPROTEC,BASF
SIP-OIL,AGRIPROTEC,SIPCAM INAGRA
SOREXA PELLETS,AGRIPROTEC,BASF
STALLION,AGRIPROTEC,FMC
SULFOSTAR DF,AGRIPROTEC,BASF
SUPER PLAZMA SC,AGRIPROTEC,NUFARM
Stabilan750,AGRIPROTEC,NUFARM
TEBUZOL 25 EW,AGRIPROTEC,UPL LIMITED
TEPPEKI WG,AGRIPROTEC,ISK Biosciences Europe N.V(fabricant) upl(fournis seur)
TEPPEKI WG,AGRIPROTEC,ISK Biosciences Europe N.V(fabricant)
TEPPEKI WG,AGRIPROTEC,upl( fournisseur)
TOSCANA,AGRIPROTEC,PROPLAN
TOSCANA,AGRIPROTEC,JSC(AVGUST)
TRONSFORM SC,AGRIPROTEC,orteva
TROY480SL,AGRIPROTEC,UPL LIMITED
Tachigaren,AGRIPROTEC,"Mitsui Chemicals Agro,Inc"
Tachigaren,AGRIPROTEC,summit agro
Thiolux jet,AGRIPROTEC,SUISSE
Thiovit,AGRIPROTEC,SUISSE
Triziman 80,AGRIPROTEC,MCA UPL Phosphorus ARYSTA LIFESCIENCE INDUST. QUIMICA KEY AGRIA SA AGRIA SA CEREXAGRI BV SIPCAM INAGRA SIPCAM INAGRA INDOFIL INDE DOW AGROSCIENCES COROMANDEL Ltd. United Phosphorus Ltd ZENITH CROPSCIENCES
VERSIMO 240 SC,AGRIPROTEC,BASF
VERSYS DC,AGRIPROTEC,BASF
VIVANDO,AGRIPROTEC,BASF
VIVANDO,AGRIPROTEC,SBM FORMULATION
Vincit F,AGRIPROTEC,CHEMINOVA
Vincit F,AGRIPROTEC,FMC
Virago,AGRIPROTEC,SIPCAM INAGRA
Vivando,AGRIPROTEC,BASF
Vivando,AGRIPROTEC,SBM FORMULATION
Vulcano,AGRIPROTEC,ARYSTA LIFESCIENCE
Vydate 10 L,AGRIPROTEC,DU PONT
Vydate 10 L,AGRIPROTEC,"Mitsui Chemicals Agro,Inc"
Vydate 10 L,AGRIPROTEC,SPEISA SA ESPAGNE
Vydate 10 L,AGRIPROTEC,DU PONT cortevaagris cience
Weedone,AGRIPROTEC,NUFARM
ceriazole SC,AGRIPROTEC,NUFARM
certrol DS EC,AGRIPROTEC,AHMARKS
certrol DS EC,AGRIPROTEC,NUFARM
certrolDSEC,AGRIPROTEC,AHMARKS NUFARM
certrolDSEC,AGRIPROTEC,AHMARKS
certrolDSEC,AGRIPROTEC,NUFARM
manoxyde WP,AGRIPROTEC,NUFARM
polymer WG,AGRIPROTEC,NUFARM S.A
rachetWP,AGRIPROTEC,Nufarm
stratos ultra EC,AGRIPROTEC,BASF
BLINDAR SC,AGRIPROTEC ALOHA STIMA ALOHA AGRICULTURE ATLAS AGRICOLE PROMOCHIMIE PROTAGRI AGROSYSTEMES F.053-22,"GOWAN Plant Health Products (phy) Sud d'afrique Andermatt PHP(Pty) Ltd ANDERMATT BIOCONTROL GROUP AG BiocontrolTechnologies,S. L Plant Health Products (phy) Sud d'afriquePlant Health Products (phy) BAYER CROPSCIENCE NANJING AGROCHEMICAL TAMINCO EASTMAN STEC"
polymer WG SC,AGRIPROTEC BIOPROTECTIO N,NUFARM S.A UPL
BUGUIS EC,AGRIPROTEC BIOPROTECTION,PROPLAN SYNGENTA
BUGUIS EC,AGRIPROTEC BIOPROTECTION,SYNGENTA
polymer WG SC,AGRIPROTEC BIOPROTECTION,NUFARM S.A UPL
Thiomil,AGRIPROTEC PROTAGRI,MEGHMANI INDUSTRIES
BION 50 WG,AGRIPROTEC SEPCM,SYNGENTA
Captan 83 WP Akotan 830 WP,AGRIPROTEC SEPCM,ARYSTA LIFESCIENCE AAKO
Vivando,AGRIPROTEC SEPCM SOCOOPEC SANABEL AGRO RAYEN PHYTAGRI SANABEL AGRO,SBM FORMULATION BASF SBM FORMULATION
Applaud 25 SC,AGRIPROTEC SHARDA CROPCHEM LIMITED TUNISIA,SIPCAM INAGRA SHARDA CROPCHEM LIMITED INDE
Tamifume,AGRO-SYSTEMES,TAMINCO
Tamifume,AGRO-SYSTEMES,eastman chmical europ sarl
DRASSEN,AGRONOMIC,jiangsukuaida
ROMECTIN EC,AGRONOMIC,"ROTAM CHEMISTRY CO.,Ltd"
SKYLLA WDG,AGRONOMIC,PROPLAN
SKYLLA WDG,AGRONOMIC,JSC(AVGUST)
SKYLLA WDG,AGRONOMIC,ROTAM
Sekator OD,AGRONOMIC,BAYER
ALDEM 3% GR,AGRONOMIC LAND,SHARDA
CAPITOL 80 WG,AGRONOMIC LAND,SHARDA
CASTEL 48 EC,AGRONOMIC LAND,SHARDA
Cello,AGRONOMIC LAND,BAYER CROPSCIENCE
DEFAN 20 SL,AGRONOMIC LAND,SHARDA
FORTUNA GLOBE,AGRONOMIC LAND,Agria
Falcon 460 SC,AGRONOMIC LAND,BAYER CROPSCIENCE
HERBOL,AGRONOMIC LAND,SHARDA
ROMECTIN EC,AGRONOMIC LAND,"ROTAM CHEMISTRY CO.,Ltd"
Rival duo 450 SC,AGRONOMIC LAND,Agria
SKYLLA WDG,AGRONOMIC LAND,ROTAM AGROCHEMICAL CO.LTD
Sekator OD,AGRONOMIC LAND,BAYER CROPSCIENCES
Sekator OD,AGRONOMIC LAND,DOW AGROSCIENCE S CORTEVA
Sekator OD,AGRONOMIC LAND,BAYER
Sekator OD,AGRONOMIC LAND,CROPSCIENCES
TAZOLE 410 EC,AGRONOMIC LAND,SHARDA
VERDIS 36 SL,AGRONOMIC LAND,Inde
Foxtrot,AGROSYSTEME,FMC
TRIPSOL EW,AGROSYSTEME,cheminova
TRIPSOL EW,AGROSYSTEME,fmc
Agriatech,AGROSYSTEME S,AGRIASA
GLOPYR 100 SL,AGROSYSTEME S,Globachem
PROPER FLO SC,AGROSYSTEME S,Globachem
RAPSAN 500 SC,AGROSYSTEME S,Globachem
RAPSAN TDI SC,AGROSYSTEME S,Globachem
ACRUX SC,AGROSYSTEMES,Ascenza Agro
Agriatech,AGROSYSTEMES,AGRIA SA
AgroHuile,AGROSYSTEMES,PETRONAS LUBRICANTS BELGIUM NV
Agrocuivre,AGROSYSTEMES,SPEISS URANIA
Agrocuivre,AGROSYSTEMES,SPEISS URANIA COSACO GmbH
Agrocuivre,AGROSYSTEMES,COSACO GmbH
Agrosoufre,AGROSYSTEMES,Agrostulln GmbH
BELKAP EXTRA,AGROSYSTEMES,PROBELTE
Bazooka,AGROSYSTEMES,GLOBACHEM
CIMOXATE C W G,AGROSYSTEMES,ASCENZA GRO
CIMOXATE C W G,AGROSYSTEMES,S.APORTUGAL
CIMOXATE C WG,AGROSYSTEMES,ASCENZA GRO
CIMOXATE C WG,AGROSYSTEMES,S.APORTUGAL
CUPROSATE GOLD,AGROSYSTEMES,AGRIA
CUPROSATE GOLD M72 WP,AGROSYSTEMES,AGRIA
Cabridust,AGROSYSTEMES,The national company for agrochemicals(AGRO CHEM)
Cabridust,AGROSYSTEMES,The national company for
Cabridust,AGROSYSTEMES,agrochemicals(AGROCHE M)
Copper Progress,AGROSYSTEMES,SPEISS URANIA COSACO GmbH
Copper Progress,AGROSYSTEMES,SPEISS URANIA
Copper Progress,AGROSYSTEMES,COSACO GmbH
DECIBEL MAX WG,AGROSYSTEMES,ASCENZA GRO
DECIBEL MAX WG,AGROSYSTEMES,S.APORTUGAL
DIFEND EXTRA FS,AGROSYSTEMES,Globachem
Delfin WG,AGROSYSTEMES,CERTIS
Difcor,AGROSYSTEMES,GLOBACHEM
Difender 30 FS,AGROSYSTEMES,GLOBACHEM
Diflanil,AGROSYSTEMES,GLOBACHEM
Fluostar 200,AGROSYSTEMES,GLOBACHEM
Flurostar 200,AGROSYSTEMES,GLOBACHEM
GLOPYR 100 SL,AGROSYSTEMES,Globachem
Gibb 3,AGROSYSTEMES,Espagne CHYPRE CHYPRE INDE USA
Gibb 3,AGROSYSTEMES,GLOBACHEM
Globaztar 250 SC,AGROSYSTEMES,Globachem
Glyphos,AGROSYSTEMES,Espagne INDE INDE BULGARIE
Glyphos,AGROSYSTEMES,Cheminova
Hagar,AGROSYSTEMES,GLOBACHEM
JOYSTICK WG,AGROSYSTEMES,ASCENZA AGRO
Leader,AGROSYSTEMES,SUMITOMO
M72 WP,AGROSYSTEMES,AGRIA
Mancothine,AGROSYSTEMES,MCA UPL Phosphorus ARYSTA LIFESCIENCE INDUST. QUIMICA KEY AGRIA SA AGRIA SA CEREXAGRI BV SIPCAM INAGRA SIPCAM INAGRA INDOFIL INDE DOW AGROSCIENCES COROMANDEL Ltd. United Phosphorus Ltd ZENITH CROPSCIENCES
Mancothine,AGROSYSTEMES,AGRIA SA
Nuance,AGROSYSTEMES,CHEMINOVA
PROPER FLO SC,AGROSYSTEMES,Globachem
Piri,AGROSYSTEMES,GLOBACHEM
Pointer Duo,AGROSYSTEMES,CHEMINOVA
Pointer Duo,AGROSYSTEMES,FMC
Qatar,AGROSYSTEMES,GLOBACHEM
RAPSAN 500 SC,AGROSYSTEMES,Globachem
RAPSAN TDI SC,AGROSYSTEMES,Globachem
Ravane,AGROSYSTEMES,GLOBACHEM
Roxy,AGROSYSTEMES,GLOBACHEM
Rubric,AGROSYSTEMES,Cheminova
Spike,AGROSYSTEMES,GLOBACHEM
Tebucur,AGROSYSTEMES,GLOBACHEM
Thionicautodispers,AGROSYSTEMES,TAMINCO
Thionicautodispersible,AGROSYSTEMES,Espagne
Topenco 100 EC,AGROSYSTEMES,GLOBACHEM
Topenco100EC,AGROSYSTEMES,GLOBACHEM
V-NOL,AGROSYSTEMES,PROBELTE
V-NOL,AGROSYSTEMES,LIMITED INDE
Vantex,AGROSYSTEMES,FMC
ible,AGROSYSTEMES,EASTMAN
FRUGICO SC,AGROSYTEME,GLOBACHEM
Puma Evolution,AGROTEC,BAYER CROPSCIENCE
ARMOREX,ALOHA,SOILTECHNOLO GIE AMERIQUE
LITTOVIR,ALOHA,ANDERMATT BIOCONTROL AG
LITTOVIR,ALOHA,BAYER CROPSCIENCE
LITTOVIR,ALOHA,CORTEVA
LITTOVIR,ALOHA,ANDERMATT
N omu-Protec,ALOHA,ANDERMATT
N omu-Protec,ALOHA,PHP (Pty)
N omu-Protec,ALOHA,AFRIQUE DE
N omu-Protec,ALOHA,SUD
Nomu-Protec,ALOHA,ANDERMATT
Nomu-Protec,ALOHA,PHP (Pty)
Nomu-Protec,ALOHA,AFRIQUE DE
Nomu-Protec,ALOHA,SUD
T-protec,ALOHA,Plant Health Products (phy)
T-protec,ALOHA,Sud d'afrique
T-protec,ALOHA,Andermatt PHP(Pty) Ltd
VITISAN WP,ALOHA,BIOFA
BOLLDEX SC,ALOHA AGRICULTURE,ANDERMATT BIOCONTROL
BOLLDEX SC,ALOHA AGRICULTURE,NISSAN CHEMICAL CORPORATION
Bb-Protec WP,ALOHA AGRICULTURE,Plant Health Products (phy) Sud d'afrique Andermatt PHP(Pty) Ltd ANDERMATT BIOCONTROL GROUP AG
Bb-Protec WP,ALOHA AGRICULTURE,CBC europe
Bb-Protec WP,ALOHA AGRICULTURE,CBC europe italie
Bb-Protec WP,ALOHA AGRICULTURE,Plant Health Products (phy)
Bb-Protec WP,ALOHA AGRICULTURE,Sud d'afrique
Bb-Protec WP,ALOHA AGRICULTURE,Andermat t PHP(Pty) Ltd
Bb-Protec WP,ALOHA AGRICULTURE,ANDERMAT T BIOCONTROL GROUP AG
T-protec T-77 WP,ALOHA ALOHA AGRICULTURE,ANDERMATT BIOCONTROL GROUP AG Plant Health Products (phy) Sud d'afriquePlant Health Products (phy)
Aminogibb,AMINCO,Espagne CHYPRE CHYPRE INDE USA
Aminogibb,AMINCO,GLOBACHEM
Boxer,AMINCO,SYNGENTA
BuckleR,AMINCO,GLOBACHEM
Buckler,AMINCO,GLOBACHEM
COOPOX WP,AMINCO,Shyham chemical
